id,name,language,tag,package,version,date_epoch,date
13,com.azure.resourcemanager:azure-resourcemanager-netapp:1.0.0-beta.7,java,azure-resourcemanager-netapp_1.0.0-beta.7,azure-resourcemanager-netapp,1.0.0-beta.7,1638770350,12/06/2021
14,com.azure.resourcemanager:azure-resourcemanager-loadtestservice:1.0.0-beta.1,java,azure-resourcemanager-loadtestservice_1.0.0-beta.1,azure-resourcemanager-loadtestservice,1.0.0-beta.1,1638522155,12/03/2021
15,com.azure.resourcemanager:azure-resourcemanager-policyinsights:1.0.0-beta.2,java,azure-resourcemanager-policyinsights_1.0.0-beta.2,azure-resourcemanager-policyinsights,1.0.0-beta.2,1638775177,12/06/2021
35,com.azure.resourcemanager:azure-resourcemanager-imagebuilder:1.0.0-beta.2,java,azure-resourcemanager-imagebuilder_1.0.0-beta.2,azure-resourcemanager-imagebuilder,1.0.0-beta.2,1638863369,12/07/2021
77,com.azure.resourcemanager:azure-resourcemanager-kubernetesconfiguration:1.0.0-beta.2,java,azure-resourcemanager-kubernetesconfiguration_1.0.0-beta.2,azure-resourcemanager-kubernetesconfiguration,1.0.0-beta.2,1638935416,12/08/2021
78,com.azure.resourcemanager:azure-resourcemanager-consumption:1.0.0-beta.3,java,azure-resourcemanager-consumption_1.0.0-beta.3,azure-resourcemanager-consumption,1.0.0-beta.3,1639459196,12/14/2021
79,com.azure.resourcemanager:azure-resourcemanager-eventgrid:1.1.0-beta.5,java,azure-resourcemanager-eventgrid_1.1.0-beta.5,azure-resourcemanager-eventgrid,1.1.0-beta.5,1639450959,12/14/2021
80,com.azure.resourcemanager:azure-resourcemanager-applicationinsights:1.0.0-beta.2,java,azure-resourcemanager-applicationinsights_1.0.0-beta.2,azure-resourcemanager-applicationinsights,1.0.0-beta.2,1639400930,12/13/2021
102,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.9,java,azure-resourcemanager-datafactory_1.0.0-beta.9,azure-resourcemanager-datafactory,1.0.0-beta.9,1639978607,12/20/2021
103,com.azure.resourcemanager:azure-resourcemanager-edgeorder:1.0.0-beta.1,java,azure-resourcemanager-edgeorder_1.0.0-beta.1,azure-resourcemanager-edgeorder,1.0.0-beta.1,1640144556,12/22/2021
133,com.azure.resourcemanager:azure-resourcemanager-notificationhubs:1.0.0-beta.3,java,azure-resourcemanager-notificationhubs_1.0.0-beta.3,azure-resourcemanager-notificationhubs,1.0.0-beta.3,1641268395,01/04/2022
134,com.azure.resourcemanager:azure-resourcemanager-streamanalytics:1.0.0-beta.2,java,azure-resourcemanager-streamanalytics_1.0.0-beta.2,azure-resourcemanager-streamanalytics,1.0.0-beta.2,1641449941,01/06/2022
241,com.azure.resourcemanager:azure-resourcemanager:2.11.0,java,azure-resourcemanager_2.11.0,azure-resourcemanager,2.11.0,1642420087,01/17/2022
242,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.10,java,azure-resourcemanager-datafactory_1.0.0-beta.10,azure-resourcemanager-datafactory,1.0.0-beta.10,1642409008,01/17/2022
243,com.azure.resourcemanager:azure-resourcemanager-labservices:1.0.0-beta.2,java,azure-resourcemanager-labservices_1.0.0-beta.2,azure-resourcemanager-labservices,1.0.0-beta.2,1642398227,01/17/2022
259,com.azure.resourcemanager:azure-resourcemanager-securityinsights:1.0.0-beta.1,java,azure-resourcemanager-securityinsights_1.0.0-beta.1,azure-resourcemanager-securityinsights,1.0.0-beta.1,1643015969,01/24/2022
260,com.azure.resourcemanager:azure-resourcemanager-iothub:1.2.0-beta.1,java,azure-resourcemanager-iothub_1.2.0-beta.1,azure-resourcemanager-iothub,1.2.0-beta.1,1643008787,01/24/2022
261,com.azure.resourcemanager:azure-resourcemanager-communication:1.1.0-beta.1,java,azure-resourcemanager-communication_1.1.0-beta.1,azure-resourcemanager-communication,1.1.0-beta.1,1642998959,01/24/2022
262,com.azure.resourcemanager:azure-resourcemanager-postgresql:1.0.2,java,azure-resourcemanager-postgresql_1.0.2,azure-resourcemanager-postgresql,1.0.2,1642993103,01/24/2022
263,com.azure.resourcemanager:azure-resourcemanager-mysql:1.0.2,java,azure-resourcemanager-mysql_1.0.2,azure-resourcemanager-mysql,1.0.2,1642992926,01/24/2022
264,com.azure.resourcemanager:azure-resourcemanager-synapse:1.0.0-beta.5,java,azure-resourcemanager-synapse_1.0.0-beta.5,azure-resourcemanager-synapse,1.0.0-beta.5,1642992850,01/24/2022
265,com.azure.resourcemanager:azure-resourcemanager-eventgrid:1.1.0,java,azure-resourcemanager-eventgrid_1.1.0,azure-resourcemanager-eventgrid,1.1.0,1642991028,01/24/2022
266,com.azure.resourcemanager:azure-resourcemanager-oep:1.0.0-beta.1,java,azure-resourcemanager-oep_1.0.0-beta.1,azure-resourcemanager-oep,1.0.0-beta.1,1643098179,01/25/2022
267,com.azure.resourcemanager:azure-resourcemanager-botservice:1.0.0-beta.3,java,azure-resourcemanager-botservice_1.0.0-beta.3,azure-resourcemanager-botservice,1.0.0-beta.3,1643202966,01/26/2022
268,com.azure.resourcemanager:azure-resourcemanager-deviceprovisioningservices:1.1.0-beta.1,java,azure-resourcemanager-deviceprovisioningservices_1.1.0-beta.1,azure-resourcemanager-deviceprovisioningservices,1.1.0-beta.1,1643170676,01/26/2022
269,com.azure.resourcemanager:azure-resourcemanager-applicationinsights:1.0.0-beta.3,java,azure-resourcemanager-applicationinsights_1.0.0-beta.3,azure-resourcemanager-applicationinsights,1.0.0-beta.3,1643512538,01/30/2022
270,com.azure.resourcemanager:azure-resourcemanager:2.12.0,java,azure-resourcemanager_2.12.0,azure-resourcemanager,2.12.0,1644916314,02/15/2022
271,com.azure.resourcemanager:azure-resourcemanager-netapp:1.0.0-beta.8,java,azure-resourcemanager-netapp_1.0.0-beta.8,azure-resourcemanager-netapp,1.0.0-beta.8,1644914204,02/15/2022
272,com.azure.resourcemanager:azure-resourcemanager-digitaltwins:1.0.0-beta.2,java,azure-resourcemanager-digitaltwins_1.0.0-beta.2,azure-resourcemanager-digitaltwins,1.0.0-beta.2,1644908562,02/15/2022
273,com.azure.resourcemanager:azure-resourcemanager-recoveryservicesbackup:1.0.0-beta.3,java,azure-resourcemanager-recoveryservicesbackup_1.0.0-beta.3,azure-resourcemanager-recoveryservicesbackup,1.0.0-beta.3,1644905445,02/15/2022
274,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.11,java,azure-resourcemanager-datafactory_1.0.0-beta.11,azure-resourcemanager-datafactory,1.0.0-beta.11,1644894188,02/15/2022
277,com.azure.resourcemanager:azure-resourcemanager-appconfiguration:1.0.0-beta.4,java,azure-resourcemanager-appconfiguration_1.0.0-beta.4,azure-resourcemanager-appconfiguration,1.0.0-beta.4,1645093699,02/17/2022
281,com.azure.resourcemanager:azure-resourcemanager-dnsresolver:1.0.0-beta.1,java,azure-resourcemanager-dnsresolver_1.0.0-beta.1,azure-resourcemanager-dnsresolver,1.0.0-beta.1,1645419855,02/21/2022
356,com.azure.resourcemanager:azure-resourcemanager-kusto:1.0.0-beta.4,java,azure-resourcemanager-kusto_1.0.0-beta.4,azure-resourcemanager-kusto,1.0.0-beta.4,1645495039,02/22/2022
412,com.azure.resourcemanager:azure-resourcemanager-sqlvirtualmachine:1.0.0-beta.2,java,azure-resourcemanager-sqlvirtualmachine_1.0.0-beta.2,azure-resourcemanager-sqlvirtualmachine,1.0.0-beta.2,1645675181,02/24/2022
413,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.12,java,azure-resourcemanager-datafactory_1.0.0-beta.12,azure-resourcemanager-datafactory,1.0.0-beta.12,1645670067,02/24/2022
414,com.azure.resourcemanager:azure-resourcemanager-mobilenetwork:1.0.0-beta.1,java,azure-resourcemanager-mobilenetwork_1.0.0-beta.1,azure-resourcemanager-mobilenetwork,1.0.0-beta.1,1646018163,02/28/2022
415,com.azure.resourcemanager:azure-resourcemanager-appconfiguration:1.0.0-beta.5,java,azure-resourcemanager-appconfiguration_1.0.0-beta.5,azure-resourcemanager-appconfiguration,1.0.0-beta.5,1646015687,02/28/2022
419,com.azure.resourcemanager:azure-resourcemanager-mysqlflexibleserver:1.0.0-beta.2,java,azure-resourcemanager-mysqlflexibleserver_1.0.0-beta.2,azure-resourcemanager-mysqlflexibleserver,1.0.0-beta.2,1646809755,03/09/2022
420,com.azure.resourcemanager:azure-resourcemanager:2.13.0,java,azure-resourcemanager_2.13.0,azure-resourcemanager,2.13.0,1646994670,03/11/2022
422,com.azure.resourcemanager:azure-resourcemanager-batch:1.0.0,java,azure-resourcemanager-batch_1.0.0,azure-resourcemanager-batch,1.0.0,1647921524,03/22/2022
423,com.azure.resourcemanager:azure-resourcemanager-storagecache:1.0.0-beta.5,java,azure-resourcemanager-storagecache_1.0.0-beta.5,azure-resourcemanager-storagecache,1.0.0-beta.5,1647916784,03/22/2022
424,com.azure.resourcemanager:azure-resourcemanager-mediaservices:1.1.0-beta.3,java,azure-resourcemanager-mediaservices_1.1.0-beta.3,azure-resourcemanager-mediaservices,1.1.0-beta.3,1647919509,03/22/2022
426,com.azure.resourcemanager:azure-resourcemanager-securityinsights:1.0.0-beta.2,java,azure-resourcemanager-securityinsights_1.0.0-beta.2,azure-resourcemanager-securityinsights,1.0.0-beta.2,1648028548,03/23/2022
427,com.azure.resourcemanager:azure-resourcemanager-kubernetesconfiguration:1.0.0-beta.3,java,azure-resourcemanager-kubernetesconfiguration_1.0.0-beta.3,azure-resourcemanager-kubernetesconfiguration,1.0.0-beta.3,1648108073,03/24/2022
428,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.13,java,azure-resourcemanager-datafactory_1.0.0-beta.13,azure-resourcemanager-datafactory,1.0.0-beta.13,1648108800,03/24/2022
429,com.azure.resourcemanager:azure-resourcemanager-applicationinsights:1.0.0-beta.4,java,azure-resourcemanager-applicationinsights_1.0.0-beta.4,azure-resourcemanager-applicationinsights,1.0.0-beta.4,1648094740,03/24/2022
430,com.azure.resourcemanager:azure-resourcemanager-mobilenetwork:1.0.0-beta.2,java,azure-resourcemanager-mobilenetwork_1.0.0-beta.2,azure-resourcemanager-mobilenetwork,1.0.0-beta.2,1648181920,03/25/2022
431,com.azure.resourcemanager:azure-resourcemanager-eventgrid:1.2.0-beta.1,java,azure-resourcemanager-eventgrid_1.2.0-beta.1,azure-resourcemanager-eventgrid,1.2.0-beta.1,1648454805,03/28/2022
432,com.azure.resourcemanager:azure-resourcemanager-resourcehealth:1.0.0-beta.2,java,azure-resourcemanager-resourcehealth_1.0.0-beta.2,azure-resourcemanager-resourcehealth,1.0.0-beta.2,1648533404,03/29/2022
433,com.azure.resourcemanager:azure-resourcemanager-apimanagement:1.0.0-beta.3,java,azure-resourcemanager-apimanagement_1.0.0-beta.3,azure-resourcemanager-apimanagement,1.0.0-beta.3,1648521478,03/29/2022
434,com.azure.resourcemanager:azure-resourcemanager-mediaservices:2.0.0,java,azure-resourcemanager-mediaservices_2.0.0,azure-resourcemanager-mediaservices,2.0.0,1648610927,03/30/2022
439,com.azure.resourcemanager:azure-resourcemanager:2.14.0,java,azure-resourcemanager_2.14.0,azure-resourcemanager,2.14.0,1649686238,04/11/2022
440,com.azure.resourcemanager:azure-resourcemanager-signalr:1.0.0-beta.4,java,azure-resourcemanager-signalr_1.0.0-beta.4,azure-resourcemanager-signalr,1.0.0-beta.4,1649659809,04/11/2022
441,com.azure.resourcemanager:azure-resourcemanager-iotcentral:1.1.0-beta.1,java,azure-resourcemanager-iotcentral_1.1.0-beta.1,azure-resourcemanager-iotcentral,1.1.0-beta.1,1649646280,04/11/2022
442,com.azure.resourcemanager:azure-resourcemanager-healthcareapis:1.0.0-beta.2,java,azure-resourcemanager-healthcareapis_1.0.0-beta.2,azure-resourcemanager-healthcareapis,1.0.0-beta.2,1649658425,04/11/2022
443,com.azure.resourcemanager:azure-resourcemanager-cognitiveservices:1.0.0-beta.4,java,azure-resourcemanager-cognitiveservices_1.0.0-beta.4,azure-resourcemanager-cognitiveservices,1.0.0-beta.4,1649647167,04/11/2022
444,com.azure.resourcemanager:azure-resourcemanager-resourcegraph:1.0.0-beta.3,java,azure-resourcemanager-resourcegraph_1.0.0-beta.3,azure-resourcemanager-resourcegraph,1.0.0-beta.3,1649641141,04/11/2022
445,com.azure.resourcemanager:azure-resourcemanager-marketplaceordering:1.0.0-beta.2,java,azure-resourcemanager-marketplaceordering_1.0.0-beta.2,azure-resourcemanager-marketplaceordering,1.0.0-beta.2,1649640803,04/11/2022
446,com.azure.resourcemanager:azure-resourcemanager-dashboard:1.0.0-beta.1,java,azure-resourcemanager-dashboard_1.0.0-beta.1,azure-resourcemanager-dashboard,1.0.0-beta.1,1649746507,04/12/2022
447,com.azure.resourcemanager:azure-resourcemanager-azurestackhci:1.0.0-beta.2,java,azure-resourcemanager-azurestackhci_1.0.0-beta.2,azure-resourcemanager-azurestackhci,1.0.0-beta.2,1649731517,04/12/2022
448,com.azure.resourcemanager:azure-resourcemanager-redisenterprise:1.1.0-beta.1,java,azure-resourcemanager-redisenterprise_1.1.0-beta.1,azure-resourcemanager-redisenterprise,1.1.0-beta.1,1650342864,04/19/2022
449,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.14,java,azure-resourcemanager-datafactory_1.0.0-beta.14,azure-resourcemanager-datafactory,1.0.0-beta.14,1650355350,04/19/2022
450,com.azure.resourcemanager:azure-resourcemanager-servicelinker:1.0.0-beta.1,java,azure-resourcemanager-servicelinker_1.0.0-beta.1,azure-resourcemanager-servicelinker,1.0.0-beta.1,1650522112,04/21/2022
451,com.azure.resourcemanager:azure-resourcemanager-botservice:1.0.0-beta.4,java,azure-resourcemanager-botservice_1.0.0-beta.4,azure-resourcemanager-botservice,1.0.0-beta.4,1650525353,04/21/2022
522,com.azure.resourcemanager:azure-resourcemanager-synapse:1.0.0-beta.6,java,azure-resourcemanager-synapse_1.0.0-beta.6,azure-resourcemanager-synapse,1.0.0-beta.6,1650937171,04/26/2022
538,com.azure.resourcemanager:azure-resourcemanager-appcontainers:1.0.0-beta.1,java,azure-resourcemanager-appcontainers_1.0.0-beta.1,azure-resourcemanager-appcontainers,1.0.0-beta.1,1651117811,04/28/2022
540,com.azure.resourcemanager:azure-resourcemanager-recoveryservicesbackup:1.0.0-beta.4,java,azure-resourcemanager-recoveryservicesbackup_1.0.0-beta.4,azure-resourcemanager-recoveryservicesbackup,1.0.0-beta.4,1651222136,04/29/2022
706,com.azure.resourcemanager:azure-resourcemanager-hardwaresecuritymodules:1.0.0-beta.1,java,azure-resourcemanager-hardwaresecuritymodules_1.0.0-beta.1,azure-resourcemanager-hardwaresecuritymodules,1.0.0-beta.1,1652072685,05/09/2022
708,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.15,java,azure-resourcemanager-datafactory_1.0.0-beta.15,azure-resourcemanager-datafactory,1.0.0-beta.15,1652147717,05/10/2022
709,com.azure.resourcemanager:azure-resourcemanager-appcontainers:1.0.0-beta.2,java,azure-resourcemanager-appcontainers_1.0.0-beta.2,azure-resourcemanager-appcontainers,1.0.0-beta.2,1652166708,05/10/2022
710,com.azure.resourcemanager:azure-resourcemanager-scvmm:1.0.0-beta.1,java,azure-resourcemanager-scvmm_1.0.0-beta.1,azure-resourcemanager-scvmm,1.0.0-beta.1,1652141638,05/10/2022
712,com.azure.resourcemanager:azure-resourcemanager-videoanalyzer:1.0.0-beta.5,java,azure-resourcemanager-videoanalyzer_1.0.0-beta.5,azure-resourcemanager-videoanalyzer,1.0.0-beta.5,1652431008,05/13/2022
713,com.azure.resourcemanager:azure-resourcemanager-eventgrid:1.2.0-beta.2,java,azure-resourcemanager-eventgrid_1.2.0-beta.2,azure-resourcemanager-eventgrid,1.2.0-beta.2,1652436966,05/13/2022
715,com.azure.resourcemanager:azure-resourcemanager-securityinsights:1.0.0-beta.3,java,azure-resourcemanager-securityinsights_1.0.0-beta.3,azure-resourcemanager-securityinsights,1.0.0-beta.3,1652673611,05/16/2022
716,com.azure.resourcemanager:azure-resourcemanager-recoveryservicesbackup:1.0.0-beta.5,java,azure-resourcemanager-recoveryservicesbackup_1.0.0-beta.5,azure-resourcemanager-recoveryservicesbackup,1.0.0-beta.5,1652666166,05/16/2022
895,com.azure.resourcemanager:azure-resourcemanager-servicelinker:1.0.0-beta.2,java,azure-resourcemanager-servicelinker_1.0.0-beta.2,azure-resourcemanager-servicelinker,1.0.0-beta.2,1652949818,05/19/2022
910,com.azure.resourcemanager:azure-resourcemanager-dynatrace:1.0.0-beta.1,java,azure-resourcemanager-dynatrace_1.0.0-beta.1,azure-resourcemanager-dynatrace,1.0.0-beta.1,1653448838,05/25/2022
911,com.azure.resourcemanager:azure-resourcemanager-deviceupdate:1.0.0-beta.1,java,azure-resourcemanager-deviceupdate_1.0.0-beta.1,azure-resourcemanager-deviceupdate,1.0.0-beta.1,1653464009,05/25/2022
912,com.azure.resourcemanager:azure-resourcemanager-azurestackhci:1.0.0-beta.3,java,azure-resourcemanager-azurestackhci_1.0.0-beta.3,azure-resourcemanager-azurestackhci,1.0.0-beta.3,1653459437,05/25/2022
913,com.azure.resourcemanager:azure-resourcemanager-appcontainers:1.0.0-beta.3,java,azure-resourcemanager-appcontainers_1.0.0-beta.3,azure-resourcemanager-appcontainers,1.0.0-beta.3,1653444522,05/25/2022
914,com.azure.resourcemanager:azure-resourcemanager-confidentialledger:1.0.0-beta.1,java,azure-resourcemanager-confidentialledger_1.0.0-beta.1,azure-resourcemanager-confidentialledger,1.0.0-beta.1,1653440339,05/25/2022
919,com.azure.resourcemanager:azure-resourcemanager-communication:1.1.0-beta.2,java,azure-resourcemanager-communication_1.1.0-beta.2,azure-resourcemanager-communication,1.1.0-beta.2,1653529312,05/26/2022
924,com.azure.resourcemanager:azure-resourcemanager:2.15.0,java,azure-resourcemanager_2.15.0,azure-resourcemanager,2.15.0,1653553010,05/26/2022
925,com.azure.resourcemanager:azure-resourcemanager-machinelearning:1.0.0-beta.2,java,azure-resourcemanager-machinelearning_1.0.0-beta.2,azure-resourcemanager-machinelearning,1.0.0-beta.2,1653629317,05/27/2022
926,com.azure.resourcemanager:azure-resourcemanager-machinelearning:1.0.0-beta.1,java,azure-resourcemanager-machinelearning_1.0.0-beta.1,azure-resourcemanager-machinelearning,1.0.0-beta.1,1653619829,05/27/2022
927,com.azure.resourcemanager:azure-resourcemanager-imagebuilder:1.0.0-beta.3,java,azure-resourcemanager-imagebuilder_1.0.0-beta.3,azure-resourcemanager-imagebuilder,1.0.0-beta.3,1653647400,05/27/2022
928,com.azure.resourcemanager:azure-resourcemanager-education:1.0.0-beta.1,java,azure-resourcemanager-education_1.0.0-beta.1,azure-resourcemanager-education,1.0.0-beta.1,1653643100,05/27/2022
977,com.azure.resourcemanager:azure-resourcemanager-applicationinsights:1.0.0-beta.5,java,azure-resourcemanager-applicationinsights_1.0.0-beta.5,azure-resourcemanager-applicationinsights,1.0.0-beta.5,1655459407,06/17/2022
979,com.azure.resourcemanager:azure-resourcemanager-appconfiguration:1.0.0-beta.6,java,azure-resourcemanager-appconfiguration_1.0.0-beta.6,azure-resourcemanager-appconfiguration,1.0.0-beta.6,1655532514,06/18/2022
980,com.azure.resourcemanager:azure-resourcemanager-netapp:1.0.0-beta.9,java,azure-resourcemanager-netapp_1.0.0-beta.9,azure-resourcemanager-netapp,1.0.0-beta.9,1655719388,06/20/2022
981,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.16,java,azure-resourcemanager-datafactory_1.0.0-beta.16,azure-resourcemanager-datafactory,1.0.0-beta.16,1655697321,06/20/2022
982,com.azure.resourcemanager:azure-resourcemanager-cognitiveservices:1.0.0-beta.5,java,azure-resourcemanager-cognitiveservices_1.0.0-beta.5,azure-resourcemanager-cognitiveservices,1.0.0-beta.5,1655706579,06/20/2022
983,com.azure.resourcemanager:azure-resourcemanager-botservice:1.0.0-beta.5,java,azure-resourcemanager-botservice_1.0.0-beta.5,azure-resourcemanager-botservice,1.0.0-beta.5,1655688923,06/20/2022
984,com.azure.resourcemanager:azure-resourcemanager-mediaservices:2.1.0-beta.1,java,azure-resourcemanager-mediaservices_2.1.0-beta.1,azure-resourcemanager-mediaservices,2.1.0-beta.1,1655865041,06/22/2022
985,com.azure.resourcemanager:azure-resourcemanager-orbital:1.0.0-beta.1,java,azure-resourcemanager-orbital_1.0.0-beta.1,azure-resourcemanager-orbital,1.0.0-beta.1,1655973878,06/23/2022
986,com.azure.resourcemanager:azure-resourcemanager-extendedlocation:1.0.0-beta.2,java,azure-resourcemanager-extendedlocation_1.0.0-beta.2,azure-resourcemanager-extendedlocation,1.0.0-beta.2,1655995043,06/23/2022
987,com.azure.resourcemanager:azure-resourcemanager-desktopvirtualization:1.0.0-beta.2,java,azure-resourcemanager-desktopvirtualization_1.0.0-beta.2,azure-resourcemanager-desktopvirtualization,1.0.0-beta.2,1655956267,06/23/2022
991,com.azure.resourcemanager:azure-resourcemanager:2.16.0,java,azure-resourcemanager_2.16.0,azure-resourcemanager,2.16.0,1656066899,06/24/2022
992,com.azure.resourcemanager:azure-resourcemanager-digitaltwins:1.0.0-beta.3,java,azure-resourcemanager-digitaltwins_1.0.0-beta.3,azure-resourcemanager-digitaltwins,1.0.0-beta.3,1656033898,06/24/2022
993,com.azure.resourcemanager:azure-resourcemanager-mediaservices:2.1.0,java,azure-resourcemanager-mediaservices_2.1.0,azure-resourcemanager-mediaservices,2.1.0,1656295707,06/27/2022
1005,com.azure.resourcemanager:azure-resourcemanager-digitaltwins:1.0.0,java,azure-resourcemanager-digitaltwins_1.0.0,azure-resourcemanager-digitaltwins,1.0.0,1656558699,06/30/2022
1006,com.azure.resourcemanager:azure-resourcemanager-workloads:1.0.0-beta.1,java,azure-resourcemanager-workloads_1.0.0-beta.1,azure-resourcemanager-workloads,1.0.0-beta.1,1656554056,06/30/2022
1014,com.azure.resourcemanager:azure-resourcemanager-eventgrid:1.2.0-beta.3,java,azure-resourcemanager-eventgrid_1.2.0-beta.3,azure-resourcemanager-eventgrid,1.2.0-beta.3,1657079971,07/06/2022
1019,com.azure.resourcemanager:azure-resourcemanager-education:1.0.0-beta.2,java,azure-resourcemanager-education_1.0.0-beta.2,azure-resourcemanager-education,1.0.0-beta.2,1657163500,07/07/2022
1020,com.azure.resourcemanager:azure-resourcemanager-storagecache:1.0.0-beta.6,java,azure-resourcemanager-storagecache_1.0.0-beta.6,azure-resourcemanager-storagecache,1.0.0-beta.6,1657261905,07/08/2022
1021,com.azure.resourcemanager:azure-resourcemanager-resourceconnector:1.0.0-beta.1,java,azure-resourcemanager-resourceconnector_1.0.0-beta.1,azure-resourcemanager-resourceconnector,1.0.0-beta.1,1657260340,07/08/2022
1022,com.azure.resourcemanager:azure-resourcemanager-networkfunction:1.0.0-beta.1,java,azure-resourcemanager-networkfunction_1.0.0-beta.1,azure-resourcemanager-networkfunction,1.0.0-beta.1,1657260702,07/08/2022
1023,com.azure.resourcemanager:azure-resourcemanager-loganalytics:1.0.0-beta.3,java,azure-resourcemanager-loganalytics_1.0.0-beta.3,azure-resourcemanager-loganalytics,1.0.0-beta.3,1657249968,07/08/2022
1029,com.azure.resourcemanager:azure-resourcemanager-deviceprovisioningservices:1.1.0-beta.2,java,azure-resourcemanager-deviceprovisioningservices_1.1.0-beta.2,azure-resourcemanager-deviceprovisioningservices,1.1.0-beta.2,1657615399,07/12/2022
1036,com.azure.resourcemanager:azure-resourcemanager-relay:1.0.0-beta.2,java,azure-resourcemanager-relay_1.0.0-beta.2,azure-resourcemanager-relay,1.0.0-beta.2,1658201977,07/19/2022
1037,com.azure.resourcemanager:azure-resourcemanager-recoveryservices:1.0.0-beta.2,java,azure-resourcemanager-recoveryservices_1.0.0-beta.2,azure-resourcemanager-recoveryservices,1.0.0-beta.2,1658203260,07/19/2022
1038,com.azure.resourcemanager:azure-resourcemanager-healthbot:1.0.0-beta.2,java,azure-resourcemanager-healthbot_1.0.0-beta.2,azure-resourcemanager-healthbot,1.0.0-beta.2,1658200145,07/19/2022
1042,com.azure.resourcemanager:azure-resourcemanager-netapp:1.0.0-beta.10,java,azure-resourcemanager-netapp_1.0.0-beta.10,azure-resourcemanager-netapp,1.0.0-beta.10,1658371480,07/21/2022
1043,com.azure.resourcemanager:azure-resourcemanager-fluidrelay:1.0.0-beta.1,java,azure-resourcemanager-fluidrelay_1.0.0-beta.1,azure-resourcemanager-fluidrelay,1.0.0-beta.1,1658393639,07/21/2022
1094,com.azure.resourcemanager:azure-resourcemanager-recoveryservices:1.0.0-beta.3,java,azure-resourcemanager-recoveryservices_1.0.0-beta.3,azure-resourcemanager-recoveryservices,1.0.0-beta.3,1658717106,07/25/2022
1095,com.azure.resourcemanager:azure-resourcemanager-mobilenetwork:1.0.0-beta.3,java,azure-resourcemanager-mobilenetwork_1.0.0-beta.3,azure-resourcemanager-mobilenetwork,1.0.0-beta.3,1658715390,07/25/2022
1108,com.azure.resourcemanager:azure-resourcemanager:2.17.0,java,azure-resourcemanager_2.17.0,azure-resourcemanager,2.17.0,1658804544,07/26/2022
1112,com.azure.resourcemanager:azure-resourcemanager-fluidrelay:1.0.0,java,azure-resourcemanager-fluidrelay_1.0.0,azure-resourcemanager-fluidrelay,1.0.0,1659319582,08/01/2022
